rank;personName;age;finalWorth;category;source;country;state;city;organization;selfMade;gender;birthDate;title;philanthropyScore
1163;Edward DeBartolo, Jr.;75.0;2700;Real Estate;shopping centers;United States;Florida;Tampa;;False;M;11/6/1946;;3.0
1163;Abilio dos Santos Diniz;85.0;2700;Fashion & Retail;retail;Brazil;;Sao Paulo;;False;M;12/28/1936;;1.0
1163;John Dorrance, III.;78.0;2700;Food & Beverage;Campbell Soup;Ireland;;Dublin;;False;M;1/1/1944;;1.0
1163;Hailiang Feng;61.0;2700;Metals & Mining;copper, education;China;;Zhuji;;True;M;10/1/1960;;1.0
1163;Xingjiang Gao;58.0;2700;Manufacturing;steel;China;;Huzhou;;True;M;11/1/1963;;1.0
1163;Carlos Hank Rhon;74.0;2700;Diversified;banking;Mexico;;Mexico City;;False;M;12/10/1947;;1.0
1163;Vivek Jain;66.0;2700;Manufacturing;chemicals;India;;Delhi;;False;M;8/30/1955;;1.0
1163;Brad Kelley;65.0;2700;Real Estate;tobacco;United States;Tennessee;Franklin;;True;M;12/23/1956;;1.0
1163;Alicia Koplowitz;68.0;2700;Finance & Investments;construction, investments;Spain;;Madrid;;False;F;9/12/1953;;1.0
1163;Li Li;56.0;2700;Healthcare;healthcare;China;;Changsha;;True;M;9/1/1965;;1.0
1163;C. Dean Metropoulos;75.0;2700;Food & Beverage;investments;United States;Florida;Palm Beach;;True;M;5/5/1946;;1.0
1163;Dan Olsson;75.0;2700;Diversified;diversified;Sweden;;Gothenburg;;False;M;1/1/1947;;1.0
1163;Tor Peterson;57.0;2700;Metals & Mining;commodities;Switzerland;;Zug;;True;M;8/7/1964;;1.0
1163;John Pritzker;68.0;2700;Finance & Investments;hotels, investments;United States;California;San Francisco;;False;M;8/10/1953;;3.0
1163;Hussain Sajwani;69.0;2700;Real Estate;real estate;United Arab Emirates;;Dubai;;True;M;3/1/1953;;1.0
1163;Tseng Cheng;60.0;2700;Manufacturing;petrochemicals;Taiwan;;;;False;M;12/1/1961;;1.0
1163;Jerry Yang;53.0;2700;Technology;Yahoo;United States;California;Los Altos Hills;Yahoo!;True;M;11/6/1968;Cofounder;2.0
1163;Takao Yasuda;72.0;2700;Fashion & Retail;retail;Singapore;;Singapore;;True;M;5/7/1949;;1.0
1163;Yu Qibing & family;56.0;2700;Manufacturing;glass;China;;Ningbo;;True;M;11/1/1965;;1.0
1163;Zhang Xuezheng;46.0;2700;Technology;telecom;China;;Jiaxing;;True;M;6/1/1975;;1.0
1196;Abdulla bin Ahmad Al Ghurair & family;;2600;Diversified;diversified;United Arab Emirates;;Dubai;;False;M;;Athlete;1.0
1196;Isak Andic & family;68.0;2600;Fashion & Retail;fashion retail;Spain;;Barcelona;;True;M;10/20/1953;;1.0
1196;Harindarpal Banga;71.0;2600;Finance & Investments;commodities;Hong Kong;;Hong Kong;;True;M;8/10/1950;;1.0
1196;Anne Beaufour;58.0;2600;Healthcare;pharmaceuticals;United Kingdom;;;;False;F;8/8/1963;;1.0
1196;Henri Beaufour;56.0;2600;Healthcare;pharmaceuticals;United Kingdom;;London;;False;M;6/1/1965;;1.0
1196;Sanjeev Bikhchandani;58.0;2600;Technology;Internet;India;;Delhi;;True;M;6/29/1963;;1.0
1196;Norman Braman;89.0;2600;Automotive;art, car dealerships;United States;Florida;Miami;;True;M;8/22/1932;;2.0
1196;J. Hyatt Brown;84.0;2600;Finance & Investments;insurance;United States;Florida;Ormond Beach;;False;M;7/12/1937;;1.0
1196;Chen Lip Keong;74.0;2600;Gambling & Casinos;casinos, property, energy;Cambodia;;Phnom Penh;;True;M;7/1/1947;;1.0
1196;Jim Coulter;62.0;2600;Finance & Investments;private equity;United States;California;San Francisco;;True;M;12/1/1959;;1.0
1196;Federico De Nora;54.0;2600;Manufacturing;electrodes;Italy;;Milan;;False;M;3/23/1968;;1.0
1196;Dong Wei;51.0;2600;Healthcare;pharmaceuticals;China;;Lianyungang;;True;M;1/1/1971;;1.0
1196;Sandeep Engineer;60.0;2600;Manufacturing;plastic pipes;India;;Ahmedabad;;True;M;5/11/1961;;1.0
1196;Alceu Elias Feldmann;72.0;2600;Energy;fertilizer;Brazil;;Curitiba;;True;M;7/1/1949;;1.0
1196;Frank Fertitta, III.;60.0;2600;Sports;casinos, mixed martial arts;United States;Nevada;Las Vegas;;False;M;2/24/1962;;2.0
1196;Lorenzo Fertitta;53.0;2600;Sports;casinos, mixed martial arts;United States;Nevada;Las Vegas;;False;M;1/3/1969;;2.0
1196;Doris Fisher;90.0;2600;Fashion & Retail;Gap;United States;California;San Francisco;Gap;True;F;8/23/1931;Cofounder;2.0
1196;Alec Gores;69.0;2600;Finance & Investments;private equity;United States;California;Beverly Hills;;True;M;3/18/1953;;1.0
1196;Rajinder Gupta;63.0;2600;Manufacturing;textiles, paper;India;;Ludhiana;;True;M;1/2/1959;;1.0
1196;Igor Kesaev;55.0;2600;Fashion & Retail;tobacco distribution, retail;Russia;;Moscow;;True;M;10/30/1966;;1.0
1196;Raj Kumar & Kishin RK;67.0;2600;Real Estate;real estate;Singapore;;Singapore;;False;M;5/25/1954;;1.0
1196;Li Hongxin & family;69.0;2600;Manufacturing;paper & related products;China;;Yanzhou;;True;M;3/7/1953;;1.0
1196;Liu Fangyi;52.0;2600;Healthcare;medical equipment;China;;Shanghai;;True;M;;;1.0
1196;Lu Zhongfang;79.0;2600;Automotive;education;China;;Tonghua;;True;F;12/1/1942;;1.0
1196;Nirmal Minda;64.0;2600;Automotive;auto parts;India;;Gurgaon;;False;M;11/7/1957;;1.0
1196;Farhad Moshiri;66.0;2600;Diversified;diversified;Monaco;;Monaco;;True;M;5/18/1955;;1.0
1196;Hans Georg Naeder;60.0;2600;Manufacturing;prosthetics;Germany;;Duderstadt;;False;M;9/4/1961;;1.0
1196;Eren Ozmen;63.0;2600;Manufacturing;aerospace;United States;Nevada;Reno;;True;F;9/3/1958;Entrepreneur;1.0
1196;Ronald Perelman;79.0;2600;Finance & Investments;leveraged buyouts;United States;New York;New York;;True;M;1/1/1943;;2.0
1196;Ravi Pillai;68.0;2600;Construction & Engineering;construction;United Arab Emirates;;Dubai;;True;M;9/2/1953;;1.0
1196;Daniel Pritzker;62.0;2600;Finance & Investments;hotels, investments;United States;California;Marin County;;False;M;9/15/1959;;2.0
1196;Matthias Reinhart;62.0;2600;Finance & Investments;financial services;Switzerland;;Zurich;;True;M;1/1/1960;;1.0
1196;Alejandro Santo Domingo;45.0;2600;Food & Beverage;beer;United States;New York;New York;;False;M;2/13/1977;;1.0
1196;Vivek Chaand Sehgal;65.0;2600;Automotive;auto parts;India;;Delhi;;True;M;9/28/1956;;1.0
1196;Kavitark Ram Shriram;65.0;2600;Technology;venture capital, Google;United States;California;Menlo Park;Sherpalo Ventures;True;M;1/21/1957;Investor;2.0
1196;Hans Sy;66.0;2600;Diversified;diversified;Philippines;;Manila;;False;M;9/29/1955;;1.0
1196;Herbert Sy;65.0;2600;Diversified;diversified;Philippines;;Manila;;False;M;10/1/1956;;1.0
1196;Tahir & family;70.0;2600;Diversified;diversified;Indonesia;;Jakarta;;True;M;3/26/1952;;1.0
1196;Wang Linpeng;53.0;2600;Construction & Engineering;furniture retailing;China;;Beijing;;True;M;5/1/1968;;1.0
1196;David Wertheim;64.0;2600;Food & Beverage;Coca Cola Israel;Israel;;;;False;M;1/1/1958;;1.0
1196;Oprah Winfrey;68.0;2600;Media & Entertainment;TV shows;United States;California;Montecito;;True;F;1/29/1954;Entrepreneur, Personality, Philanthropist;2.0
1196;Xingming Zhu;55.0;2600;Manufacturing;electrical equipment;China;;Shenzhen;;True;M;3/1/1967;;1.0
1238;Abdulla Al Futtaim & family;;2500;Automotive;auto dealers, investments;United Arab Emirates;;Dubai;;False;M;;;1.0
1238;Suhail Bahwan;83.0;2500;Diversified;diversified;Oman;;Muscat;;True;M;1/1/1939;;1.0
1238;Ulrike Baro;;2500;Healthcare;biopharmaceuticals;Germany;;Munich;;False;F;;;1.0
1238;David Baszucki;59.0;2500;Media & Entertainment;online games;United States;California;San Francisco;;True;M;1/20/1963;;1.0
1238;Thor Bjorgolfsson;55.0;2500;Diversified;investments;United Kingdom;;London;;True;M;3/19/1967;;1.0
1238;Charles Bronfman;90.0;2500;Food & Beverage;liquor;Canada;;Montreal;;False;M;6/27/1931;;1.0
1238;Chen Qiongxiang;;2500;Energy;batteries;China;;Ningde;;True;F;;;1.0
1238;Chen Tei-fu;73.0;2500;Fashion & Retail;herbal products;United States;California;Los Angeles;;True;M;4/19/1948;Entrepreneur;1.0
1238;Chuchat Petaumpai & Daonapa Petampai;69.0;2500;Finance & Investments;motorcycle loans;Thailand;;Bangkok;;True;;1/1/1953;;1.0
1238;Leon G. Cooperman;78.0;2500;Finance & Investments;hedge funds;United States;Florida;Boca Raton;Omega Advisors, Inc.;True;M;4/25/1943;Founder;3.0
1238;Smita Crishna-Godrej;71.0;2500;Diversified;consumer goods;India;;Mumbai;;False;F;12/30/1950;;1.0
1238;Jacques D'Amours;65.0;2500;Fashion & Retail;convenience stores;Canada;;Montreal;Alimentation Couche Tard Inc. Cl A;True;M;12/8/1956;Entrepreneur;1.0
1238;Maria Del Pino;66.0;2500;Construction & Engineering;construction;Spain;;Madrid;;False;F;3/19/1956;;1.0
1238;Yoichi & Keiko Erikawa;;2500;Media & Entertainment;videogames;Japan;;Yokohama;;True;;;;1.0
1238;Gerald Ford;77.0;2500;Finance & Investments;banking;United States;Texas;Dallas;Ford Financial Fund;True;M;8/4/1944;Managing Member;2.0
1238;Adi Godrej;80.0;2500;Diversified;consumer goods;India;;Mumbai;;False;M;4/3/1942;;1.0
1238;Jamshyd Godrej;73.0;2500;Diversified;diversified;India;;Mumbai;;False;M;1/24/1949;;1.0
1238;Nadir Godrej;71.0;2500;Diversified;consumer goods;India;;Mumbai;;False;M;1/1/1951;;1.0
1238;Sanjiv Goenka;61.0;2500;Diversified;diversified;India;;Kolkata;;False;M;1/29/1961;;1.0
1238;Stein Erik Hagen;65.0;2500;Fashion & Retail;consumer goods;Norway;;Oslo;;True;M;7/22/1956;;1.0
1238;Donald Horton & family;72.0;2500;Real Estate;homebuilding;United States;Texas;Fort Worth;;True;M;3/5/1950;;1.0
1238;Hu Yangzhong;57.0;2500;Technology;technology;China;;Hangzhou;;True;M;3/6/1965;;1.0
1238;Baba Kalyani;73.0;2500;Construction & Engineering;engineering;India;;Pune;;False;M;1/7/1949;;1.0
1238;Stephen Lansdown;69.0;2500;Finance & Investments;financial services;Guernsey;;St. Peter Port;;True;M;8/30/1952;;1.0
1238;Mark Leonard & family;65.0;2500;Technology;software;Canada;;Toronto;;True;M;5/6/1956;;1.0
1238;William Li;47.0;2500;Automotive;electric vehicles;China;;Beijing;;True;M;1/1/1975;;1.0
1238;K.C. Liu;68.0;2500;Technology;manufacturing;Taiwan;;Taipei;;True;M;3/20/1954;;1.0
1238;Liu Xiaodong;54.0;2500;Manufacturing;flavorings;China;;Shanghai;;True;M;7/3/1967;;1.0
1238;Aloke Lohia;63.0;2500;Manufacturing;petrochemicals;Thailand;;Bangkok;;False;M;11/27/1958;;1.0
1238;Mohamed Mansour;74.0;2500;Diversified;diversified;Egypt;;Cairo;;True;M;1/23/1948;;1.0
1238;Kishore Mariwala;87.0;2500;Food & Beverage;consumer goods;India;;Mumbai;;False;M;2/14/1935;;1.0
1238;Jed McCaleb;47.0;2500;Finance & Investments;cryptocurrency;United States;California;Berkeley;;True;M;1/1/1975;;1.0
1238;Enhua Mi;64.0;2500;Fashion & Retail;retail;China;;Urumqi;;True;M;4/1/1958;;1.0
1238;Willy Michel;75.0;2500;Healthcare;medical devices;Switzerland;;Burgdorf;;True;M;1/1/1947;;1.0
1238;Lachhman Das Mittal;91.0;2500;Automotive;tractors;India;;Delhi;;False;M;11/5/1930;;1.0
1238;Ravi Modi;45.0;2500;Fashion & Retail;readymade garments;India;;Kolkata;;True;M;3/13/1977;;1.0
1238;Charles Munger;98.0;2500;Finance & Investments;Berkshire Hathaway;United States;California;Los Angeles;Berkshire Hathaway;True;M;1/1/1924;Vice Chairman;1.0
1238;Rishad Naoroji;70.0;2500;Diversified;consumer goods;India;;Mumbai;;False;M;8/30/1951;;1.0
1238;Yongpei Ni & family;70.0;2500;Food & Beverage;beverages;China;;Liuan;;True;M;1/23/1952;;1.0
1238;Fatih Ozmen;64.0;2500;Manufacturing;aerospace;United States;Nevada;Reno;;True;M;2/2/1958;;1.0
1238;Qiu Minxiu;76.0;2500;Technology;semiconductors;China;;Shangyu;;True;F;9/17/1945;;1.0
1238;Stewart Rahr;76.0;2500;Healthcare;drug distribution;United States;New York;New York;;False;M;2/18/1946;;3.0
1238;Prathap Reddy;90.0;2500;Healthcare;healthcare;India;;Chennai;;True;M;2/5/1932;;1.0
1238;Chad Richison;51.0;2500;Technology;payroll processing;United States;Oklahoma;Edmond;;True;M;10/10/1970;;2.0
1238;Karin Sartorius-Herbst;;2500;Healthcare;biopharmaceuticals;Germany;;Northeim;;False;F;;;1.0
1238;Christiane Schoeller;;2500;Media & Entertainment;publishing;;;;;False;F;;;1.0
1238;Suh Kyung-bae;59.0;2500;Fashion & Retail;cosmetics;South Korea;;Seoul;Amorepacific Corp. (New);False;M;1/14/1963;Chairman;1.0
1238;Glen Taylor;80.0;2500;Service;printing;United States;Minnesota;Mankato;;True;M;4/20/1941;;1.0
1238;Nadia Thiele;46.0;2500;Finance & Investments;investments;Germany;;Munich;;False;F;1/7/1976;;1.0
1238;Wang Minwen;58.0;2500;Technology;semiconductor;China;;Beijing;;True;M;11/1/1963;;1.0
1238;Huijiao Yu;56.0;2500;Logistics;package delivery;China;;Shanghai;Shanghai YTO Express (Logistics);True;M;4/1/1966;Founder and Chairman;1.0
1238;Zhang Ning & family;48.0;2500;Manufacturing;chemicals;China;;Shanghai;;True;F;4/1/1974;;1.0
1238;Zhao Tao;56.0;2500;Healthcare;pharmaceuticals;China;;Xi'an;;False;M;1/1/1966;;1.0
1238;Hongyi Zhou;51.0;2500;Technology;security software;China;;Beijing;;True;M;10/1/1970;;1.0
1292;Rajendra Agarwal;63.0;2400;Healthcare;pharmaceuticals;India;;Mumbai;;True;M;2/25/1959;;1.0
1292;George Argyros & family;85.0;2400;Real Estate;real estate, investments;United States;California;Newport Beach;Arnel & Affiliates;True;M;2/4/1937;Investor;3.0
1292;Edward Bass;76.0;2400;Energy;oil, investments;United States;Texas;Fort Worth;;False;M;9/10/1945;;3.0
1292;Banwari Lal Bawri;69.0;2400;Healthcare;pharmaceuticals;India;;Mumbai;;True;M;4/2/1953;;1.0
1292;Girdhari Lal Bawri;74.0;2400;Healthcare;pharmaceuticals;India;;Mumbai;;True;M;8/3/1947;;1.0
1292;Chao Teng-hsiung;77.0;2400;Real Estate;real estate;Taiwan;;Taipei;;True;M;10/4/1944;;1.0
1292;Zhisong Chen;56.0;2400;Technology;communication equipment;China;;Xiamen;;True;M;1/7/1966;;1.0
1292;Chey Tae-won;61.0;2400;Telecom;oil, semiconductor;South Korea;;Seoul;SK Holdings;False;M;12/3/1960;;1.0
1292;Choo Chong Ngen;68.0;2400;Real Estate;hotels;Singapore;;Singapore;;True;M;4/21/1953;;1.0
1292;John Coates;52.0;2400;Gambling & Casinos;online gambling;United Kingdom;;Stoke-On-Trent;;True;M;1/7/1970;;1.0
1292;Alexandra Daitch;59.0;2400;Food & Beverage;Cargill;United States;Connecticut;Old Lyme;;False;F;1/1/1963;;1.0
1292;Chetan Dube;56.0;2400;Technology;technology;United States;New York;New York;;True;M;1/5/1966;;1.0
1292;Daniel Ek;39.0;2400;Technology;Spotify;Sweden;;Stockholm;Spotify;True;M;2/21/1983;CEO;1.0
1292;John Fisher;60.0;2400;Fashion & Retail;Gap;United States;California;San Francisco;Pisces, Inc.;False;M;6/1/1961;President;2.0
1292;Bernard Fraisse & family;65.0;2400;Healthcare;pharmaceuticals;France;;Paris;;True;M;8/10/1956;;1.0
1292;William Franke;84.0;2400;Diversified;low-cost airlines;United States;Texas;Houston;;True;M;4/15/1937;;1.0
1292;Caroline Hagen Kjos;38.0;2400;Diversified;conglomerate;Switzerland;;Wollerau;;False;F;1/1/1984;;1.0
1292;Lam Kong;57.0;2400;Healthcare;pharmaceuticals;Hong Kong;;Hong Kong;;True;M;6/15/1964;;1.0
1292;Hans Langer;70.0;2400;Manufacturing;3D printing;Germany;;Gräfelfing;;True;M;1/18/1952;;1.0
1292;Joe Lau;32.0;2400;Technology;blockchain, technology;United States;California;Stanford;;True;M;7/1/1989;;1.0
1292;Kevin David Lehmann;19.0;2400;Fashion & Retail;drugstores;;;;;False;M;9/1/2002;;1.0
1292;Liang Qin & family;50.0;2400;Technology;semiconductor devices;China;;Yangzhou;;True;F;10/26/1971;;1.0
1292;Peter Lim;68.0;2400;Finance & Investments;investments;Singapore;;Singapore;;True;M;6/1/1953;;1.0
1292;Sarah MacMillan;68.0;2400;Food & Beverage;Cargill;United States;California;Los Angeles;;False;F;1/1/1954;;1.0
1292;Kalanithi Maran;56.0;2400;Media & Entertainment;media;India;;Chennai;;True;M;7/26/1965;;1.0
1292;Lirio Parisotto;68.0;2400;Finance & Investments;investments;Brazil;;Manaus;;True;M;12/18/1953;;1.0
1292;Rajan Raheja & family;67.0;2400;Diversified;diversified;India;;Mumbai;;False;M;6/1/1954;;1.0
1292;Alberto Roemmers;95.0;2400;Healthcare;pharmaceuticals;Argentina;;Buenos Aires;;False;M;1/1/1927;;1.0
1292;Rodney Sacks;72.0;2400;Food & Beverage;energy drinks;United States;California;Laguna Beach;Monster Beverage;True;M;12/24/1949;CEO;1.0
1292;Ferit Faik Sahenk;58.0;2400;Diversified;diversified;Turkey;;Istanbul;;False;M;3/18/1964;;1.0
1292;Hilton Schlosberg;69.0;2400;Food & Beverage;energy drinks;United States;California;Irvine;;True;M;1/1/1953;;1.0
1292;Alberto Siccardi & family;77.0;2400;Healthcare;medical devices;Switzerland;;Lugano;;False;M;5/1/1944;;1.0
1292;Salil Singhal;74.0;2400;Manufacturing;agrochemicals;India;;Delhi;;False;M;7/21/1947;;1.0
1292;Lucy Stitzer;62.0;2400;Food & Beverage;Cargill;United States;Connecticut;Greenwich;;False;F;1/1/1960;;1.0
1292;Otto Toto Sugiri;68.0;2400;Technology;data centers;Indonesia;;Jakarta;;True;M;9/23/1953;;1.0
1292;Harley Sy;62.0;2400;Diversified;diversified;Philippines;;Manila;;False;M;6/1/1959;;1.0
1292;Teresita Sy-Coson;71.0;2400;Diversified;diversified;Philippines;;Manila;;False;F;10/1/1950;;1.0
1292;Katsumi Tada;76.0;2400;Real Estate;real estate;Japan;;Tokyo;;True;M;7/12/1945;;1.0
1292;Tang Yiu;88.0;2400;Fashion & Retail;fashion retail;Hong Kong;;Hong Kong;;True;M;4/1/1934;;1.0
1292;Jeff Tangney;49.0;2400;Healthcare;healthcare IT;United States;California;Palo Alto;Doximity;True;M;8/9/1972;CEO;1.0
1292;Lottie Tham & family;72.0;2400;Fashion & Retail;H&M;Sweden;;Stockholm;;False;F;4/18/1949;;1.0
1292;T.Y. Tsai;69.0;2400;Finance & Investments;finance;Taiwan;;Taipei;;False;M;1/1/1953;;1.0
1292;Timur Turlov;34.0;2400;Finance & Investments;stock brokerage;Kazakhstan;;Almaty;;True;M;11/13/1987;;1.0
1292;Hamdi Ulukaya;49.0;2400;Food & Beverage;greek yogurt;United States;New York;Norwich;Chobani;True;M;10/26/1972;Entrepreneur;1.0
1292;Peter Unger;77.0;2400;Automotive;auto repair;Germany;;Neustadt an der Waldnaab;;True;M;8/20/1944;;1.0
1292;Nikil Viswanathan;34.0;2400;Technology;blockchain technology;United States;California;San Francisco;;True;M;10/16/1987;;1.0
1292;Anthony Wood;56.0;2400;Technology;Roku;United States;California;Palo Alto;;True;M;12/4/1965;;1.0
1292;Zhang Hongwei;67.0;2400;Diversified;oil, banking;China;;Beijing;;True;M;12/26/1954;;1.0
1292;Zhang Li;69.0;2400;Real Estate;real estate;China;;Guangzhou;;True;M;1/1/1953;;1.0
1341;Houshan Bai;58.0;2300;Energy;lithium battery;China;;Ningbo;;True;M;1/1/1964;;1.0
1341;Alex Beard;54.0;2300;Metals & Mining;mining, commodities;United Kingdom;;London;;True;M;8/3/1967;;1.0
1341;Koos Bekker;69.0;2300;Media & Entertainment;media, investments;South Africa;;Cape Town;;True;M;12/14/1952;;1.0
1341;William Boyd & family;90.0;2300;Gambling & Casinos;casinos, banking;United States;Nevada;Las Vegas;;True;M;11/4/1931;;1.0
1341;Timothy Boyle;72.0;2300;Fashion & Retail;Columbia Sportswear;United States;Oregon;Portland;;True;M;9/7/1949;;1.0
1341;Anand Burman;69.0;2300;Food & Beverage;consumer goods;India;;Delhi;;False;M;5/5/1952;;1.0
1341;Richard Chandler;63.0;2300;Finance & Investments;investments;Singapore;;Singapore;;False;M;1/1/1959;;1.0
1341;R.G. Chandramogan;73.0;2300;Food & Beverage;dairy;India;;Chennai;;True;M;3/1/1949;;1.0
1341;Cho Young-sik;60.0;2300;Healthcare;diagnostics;South Korea;;Seoul;;True;M;6/30/1961;;1.0
1341;Chu Lam Yiu;52.0;2300;Manufacturing;flavorings;Hong Kong;;Hong Kong;;True;F;12/1/1969;;1.0
1341;Kommer Damen;78.0;2300;Manufacturing;shipbuilding;Netherlands;;Gorinchem;;False;M;3/30/1944;;1.0
1341;Henry Davis;71.0;2300;Food & Beverage;beef processing;United States;Nebraska;Omaha;;False;M;2/16/1951;;1.0
1341;Ray Davis;80.0;2300;Energy;pipelines;United States;Texas;Dallas;;True;M;12/18/1941;;1.0
1341;Stephen Feinberg;62.0;2300;Finance & Investments;private equity;United States;New York;New York;Cerberus Capital Management;True;M;3/29/1960;Co-founder and CEO;1.0
1341;Kenneth Feld & family;73.0;2300;Media & Entertainment;live entertainment;United States;Florida;Sarasota;Feld Entertainment;False;M;10/31/1948;Chairman;1.0
1341;Alexander Frolov;57.0;2300;Metals & Mining;mining, steel;Russia;;Moscow;;True;M;5/17/1964;;1.0
1341;Mario Germano Giuliani;50.0;2300;Healthcare;pharmaceuticals;Monaco;;Monaco;;False;M;2/26/1972;;1.0
1341;Serge Godin;72.0;2300;Technology;information technology;Canada;;Westmount;CGI;True;M;11/17/1949;Entrepreneur;1.0
1341;Noam Gottesman;60.0;2300;Finance & Investments;hedge funds;United States;New York;New York;TOMS Capital;True;M;5/24/1961;Chief Executive Officer;3.0
1341;Philip & Cristina Green;70.0;2300;Fashion & Retail;fashion retail;United Kingdom;;London;;True;;3/15/1952;;1.0
1341;Yusuf Hamied;85.0;2300;Healthcare;pharmaceuticals;India;;Mumbai;;False;M;7/26/1936;;1.0
1341;Bill Haslam;63.0;2300;Fashion & Retail;gas stations;United States;Tennessee;Knoxville;;False;M;8/23/1958;;1.0
1341;Hans-Werner Hector;82.0;2300;Technology;SAP;Germany;;Weinheim;;True;M;1/17/1940;;1.0
1341;Ho Hung Anh;51.0;2300;Finance & Investments;consumer products, banking;Vietnam;;Hanoi;;True;M;6/8/1970;;1.0
1341;Douglas Hsu;79.0;2300;Diversified;diversified;Taiwan;;Taipei;;False;M;8/24/1942;;1.0
1341;Erman Ilicak;54.0;2300;Construction & Engineering;construction;Turkey;;Ankara;;True;M;10/3/1967;;1.0
1341;Zhaobai Jiang;58.0;2300;Real Estate;real estate;China;;Shanghai;;True;M;8/17/1963;;1.0
1341;Osman Kibar;51.0;2300;Healthcare;biotech;United States;California;La Jolla;Samumed;True;M;4/1/1971;Founder, CEO;1.0
1341;Adam Kwok;39.0;2300;Real Estate;real estate;Hong Kong;;Hong Kong;;False;M;4/1/1983;;1.0
1341;Frank Laukien;62.0;2300;Manufacturing;scientific equipment;United States;Massachusetts;Boston;;False;M;2/4/1960;;1.0
1341;Louis Le Duff;75.0;2300;Food & Beverage;bakeries;France;;Paris;;True;M;8/1/1946;;1.0
1341;Solomon Lew;77.0;2300;Fashion & Retail;retail;Australia;;Melbourne;;True;M;3/22/1945;;1.0
1341;Liang Rubo;39.0;2300;Technology;TikTok;China;;Beijing;;True;M;1/1/1983;;1.0
1341;Liang Zhaoxian;57.0;2300;Manufacturing;appliances;China;;Foshan;;False;M;1/1/1965;;1.0
1341;Prayudh Mahagitsiri;76.0;2300;Food & Beverage;coffee, shipping;Thailand;;Bangkok;;False;M;1/1/1946;;1.0
1341;Clayton Mathile;81.0;2300;Food & Beverage;pet food;United States;Ohio;Brookville;;True;M;1/11/1941;Investor, Philanthropist;4.0
1341;Erwin Franz Mueller;89.0;2300;Fashion & Retail;drugstores;Germany;;Ulm;;True;M;8/9/1932;Entrepreneur;1.0
1341;David Murdock;98.0;2300;Food & Beverage;Dole, real estate;United States;California;Ventura;;True;M;4/10/1923;;1.0
1341;Rubens Ometto Silveira Mello;72.0;2300;Energy;sugar, ethanol;Brazil;;Sao Paulo;;False;M;1/1/1950;;1.0
1341;Erik Paulsson & family;80.0;2300;Real Estate;construction, real estate;Sweden;;Båstad;;True;M;1/31/1942;;1.0
1341;Heloise Pratt;59.0;2300;Manufacturing;manufacturing, investment;Australia;;Melbourne;;False;F;9/13/1962;;1.0
1341;Qiu Jianping & family;60.0;2300;Manufacturing;hand tools;China;;Hangzhou;;True;M;1/28/1962;;1.0
1341;Dirk Rossmann & family;75.0;2300;Fashion & Retail;drugstores;Germany;;Lower-Saxony;;True;M;9/7/1946;;1.0
1341;Karin Schick;;2300;Technology;information technology;Germany;;Gaildorf;;False;F;;Entrepreneur;1.0
1341;Stephan Schmidheiny;74.0;2300;Finance & Investments;investments;Switzerland;;Hurden;;False;M;10/29/1947;;1.0
1341;Wenrong Shen;76.0;2300;Metals & Mining;steel production;China;;Zhangjiagang;;True;M;2/13/1946;;1.0
1341;Guangxin Sun;59.0;2300;Diversified;diversified;China;;Urumqi;;True;M;12/1/1962;;1.0
1341;Mengquan Sun & family;72.0;2300;Food & Beverage;edible oil;China;;Yantai;;True;M;3/1/1950;;1.0
1341;Thomas Tull;51.0;2300;Media & Entertainment;movies, investments;United States;Pennsylvania;Pittsburgh;;True;M;6/11/1970;;2.0
1341;Ted Turner;83.0;2300;Media & Entertainment;cable television;United States;Georgia;Atlanta;;False;M;11/19/1938;;5.0
1341;David Walentas;83.0;2300;Real Estate;real estate;United States;New York;New York;;True;M;8/7/1938;;1.0
1341;Yingming Wu;55.0;2300;Energy;batteries;China;;Ningde;;True;M;1/1/1967;;1.0
1341;Yingzhuo Xu;54.0;2300;Food & Beverage;agribusiness;China;;Guangzhou;;True;M;1/1/1968;;1.0
1341;Christoph Zeller;64.0;2300;Healthcare;dental materials;Liechtenstein;;Vaduz;;False;M;5/4/1957;;1.0
1341;Zhang Wanzhen;72.0;2300;Manufacturing;electronics components;China;;Chaozhou;;True;M;12/1/1949;;1.0
1341;Xiaojuan Zhang;52.0;2300;Logistics;logistics;China;;Shanghai;;True;F;10/1/1969;;1.0
1397;Michael Ashcroft;76.0;2200;Finance & Investments;security;Turks and Caicos Islands;;Turks and Caicos Islands;;True;M;1/1/1946;;1.0
1397;Alex Atallah;30.0;2200;Technology;online marketplace;United States;New York;New York;OpenSea;True;M;3/9/1992;Cofounder;1.0
1397;Brett Blundy;62.0;2200;Fashion & Retail;retail, agribusiness;Bahamas;;Paradise Island;;True;M;1/17/1960;;1.0
1397;Chris Britt;49.0;2200;Finance & Investments;fintech;United States;California;San Francisco;;True;M;3/17/1973;;1.0
1397;Cen Junda;57.0;2200;Healthcare;pharmaceuticals;China;;Lianyungang;;True;M;6/18/1964;;1.0
1397;Yadu Hari Dalmia & family;74.0;2200;Manufacturing;cement;India;;Delhi;;False;M;6/2/1947;;1.0
1397;Zhenggang Dou;68.0;2200;Diversified;energy, chemicals;China;;Hangzhou;;True;M;5/21/1953;;1.0
